date,product_id,product_name,location,demand,inventory,cost,lead_time
2024-05-24,PHN-200,Smartphone,Marrakesh,93,92,625.64,14
2023-08-11,PSU-100,Power Supply,Meknes,8,11,68.32,3
2024-11-02,HDD-200,Hard Drive,Marrakesh,61,107,76.55,5
2024-12-29,NC-100,Network Card,Fes,8,51,39.42,5
2023-12-30,RAM-100,Memory Module,Meknes,26,52,104.97,7
2024-01-07,KB-100,Keyboard,Agadir,23,23,30.3,14
2025-05-02,PRT-200,Printer,Oujda,5,25,152.92,7
2025-01-17,KB-100,Keyboard,Tanger,15,8,29.83,5
2024-05-06,MON-100,Monitor,Tanger,15,38,199.38,7
2024-11-02,MB-100,Motherboard,Meknes,15,29,143.93,5
2023-11-21,LAP-200,Laptop,Rabat,44,42,765.93,10
2024-02-28,CPU-100,Processor,Agadir,27,38,256.26,7
2024-10-09,RAM-100,Memory Module,Agadir,37,38,101.82,7
2023-09-03,RAM-100,Memory Module,Rabat,40,50,101.75,14
2024-05-14,CPU-100,Processor,Meknes,22,22,242.1,3
2024-05-13,MS-200,Mouse,Casablanca,46,47,19.4,10
2024-02-27,MB-200,Motherboard,Tanger,14,18,149.44,7
2023-08-22,PRT-100,Printer,Casablanca,23,27,151.04,5
2024-10-02,MB-200,Motherboard,Tanger,11,26,144.26,14
2025-03-06,PSU-100,Power Supply,Rabat,9,20,71.63,7
2023-10-09,MB-200,Motherboard,Agadir,11,2,144.94,10
2024-06-08,RAM-100,Memory Module,Meknes,58,63,102.32,10
2024-01-12,MS-100,Mouse,Oujda,17,35,19.71,7
2024-05-08,TAB-100,Tablet,Tanger,25,60,299.75,14
2024-01-17,GPU-200,Graphics Card,Oujda,19,69,509.51,7
2025-05-01,MON-100,Monitor,Marrakesh,25,68,190.34,3
2024-06-14,KB-100,Keyboard,Oujda,13,0,30.86,7
2023-12-11,PHN-200,Smartphone,Oujda,20,68,583.83,10
2025-04-09,KB-100,Keyboard,Rabat,23,54,30.93,14
2024-07-03,HDD-100,Hard Drive,Fes,65,106,83.13,7
2024-06-28,PSU-100,Power Supply,Meknes,11,48,69.43,14
2023-08-17,LAP-100,Laptop,Fes,71,83,811.98,10
2023-10-30,LAP-200,Laptop,Marrakesh,45,59,837.9,5
2024-10-12,PHN-100,Smartphone,Oujda,74,77,619.27,7
2025-06-02,PSU-100,Power Supply,Marrakesh,13,16,67.95,14
2024-09-13,PSU-100,Power Supply,Rabat,10,0,69.69,3
2025-03-16,MON-100,Monitor,Rabat,26,41,197.15,3
2023-08-22,MB-100,Motherboard,Meknes,16,6,149.29,5
2023-08-11,LAP-200,Laptop,Tanger,59,41,792.98,14
2025-02-10,CPU-100,Processor,Meknes,18,8,247.52,14
2025-03-23,CPU-100,Processor,Oujda,20,60,238.08,5
2024-02-09,NC-100,Network Card,Meknes,10,19,40.92,3
2025-05-31,TAB-200,Tablet,Oujda,36,47,298.19,10
2023-10-23,HDD-200,Hard Drive,Casablanca,23,63,78.26,3
2025-07-06,TAB-100,Tablet,Marrakesh,52,88,291.2,14
2023-08-27,TAB-100,Tablet,Fes,37,44,308.69,3
2023-12-17,MS-200,Mouse,Meknes,41,80,19.87,10
2025-03-09,TAB-100,Tablet,Oujda,23,70,300.7,7
2024-07-26,MB-200,Motherboard,Fes,15,41,155.69,7
2025-02-02,SSD-100,SSD,Marrakesh,42,79,124.32,5
2024-04-12,HDD-100,Hard Drive,Tanger,36,35,81.5,5
2024-12-23,NC-100,Network Card,Agadir,11,11,39.82,7
2024-03-29,GPU-100,Graphics Card,Marrakesh,21,32,485.08,3
2025-03-07,PRT-100,Printer,Agadir,17,14,144.01,14
2024-06-02,RAM-100,Memory Module,Rabat,43,61,97.86,3
2024-04-26,GPU-200,Graphics Card,Fes,10,20,522.38,5
2024-02-21,TAB-100,Tablet,Marrakesh,39,85,307.35,5
2024-04-28,NC-100,Network Card,Meknes,9,0,39.57,3
2024-05-14,SSD-100,SSD,Tanger,34,18,125.05,7
2025-01-02,RAM-100,Memory Module,Agadir,33,23,103.51,7
2024-01-28,MB-200,Motherboard,Rabat,17,52,149.87,5
2024-01-06,LAP-200,Laptop,Casablanca,77,57,833.86,3
2024-09-24,KB-100,Keyboard,Rabat,16,21,29.8,5
2023-07-30,NC-100,Network Card,Meknes,11,20,38.9,3
2024-12-27,GPU-100,Graphics Card,Marrakesh,23,11,500.7,3
2024-10-19,NC-100,Network Card,Fes,8,42,41.46,7
2024-05-01,NC-100,Network Card,Oujda,10,32,38.42,3
2023-09-08,NC-100,Network Card,Oujda,8,8,40.7,7
2025-02-26,MON-100,Monitor,Fes,26,45,206.1,7
2024-02-02,TAB-100,Tablet,Marrakesh,31,32,287.01,5
2024-05-13,PSU-100,Power Supply,Meknes,12,9,67.33,3
2023-08-04,PRT-200,Printer,Rabat,10,21,143.68,3
2024-05-25,MON-100,Monitor,Meknes,36,31,203.69,5
2024-10-14,CPU-100,Processor,Agadir,38,30,240.44,14
2024-09-01,HDD-200,Hard Drive,Marrakesh,56,96,78.07,14
2024-11-13,LAP-300,Laptop,Agadir,66,67,778.87,5
2024-11-15,SSD-100,SSD,Oujda,27,48,124.68,14
2025-05-22,RAM-100,Memory Module,Oujda,33,14,104.01,7
2025-03-30,LAP-300,Laptop,Marrakesh,84,89,780.54,10
2024-05-19,PSU-100,Power Supply,Marrakesh,8,0,68.51,10
2025-07-20,PHN-200,Smartphone,Fes,73,118,601.86,14
2025-05-02,RAM-100,Memory Module,Casablanca,22,59,95.02,10
2024-11-01,MON-100,Monitor,Fes,24,49,195.23,3
2024-03-19,MB-100,Motherboard,Oujda,19,7,149.35,5
2024-05-05,LAP-100,Laptop,Tanger,41,31,791.24,10
2023-10-30,MS-100,Mouse,Oujda,36,33,20.0,3
2024-05-08,SSD-100,SSD,Agadir,54,92,120.66,10
2025-01-27,PHN-200,Smartphone,Marrakesh,98,129,610.11,3
2023-08-29,MS-100,Mouse,Tanger,23,48,19.25,10
2025-04-02,NC-100,Network Card,Casablanca,11,39,38.61,10
2023-10-20,PHN-200,Smartphone,Oujda,75,124,591.85,5
2024-06-02,PSU-100,Power Supply,Oujda,7,16,66.91,10
2023-08-21,SSD-100,SSD,Casablanca,51,49,116.15,10
2025-06-02,GPU-100,Graphics Card,Meknes,17,3,514.64,14
2025-02-15,SSD-100,SSD,Tanger,50,72,119.83,3
2024-04-05,SSD-100,SSD,Agadir,27,18,119.93,3
2024-05-12,RAM-100,Memory Module,Rabat,31,76,97.84,14
2024-09-16,TAB-200,Tablet,Rabat,40,82,290.78,5
2023-12-03,TAB-100,Tablet,Agadir,30,30,306.49,7
2025-03-28,KB-100,Keyboard,Rabat,17,53,30.23,10
2024-04-01,NC-100,Network Card,Oujda,13,26,38.04,14
2024-11-22,MON-100,Monitor,Marrakesh,9,11,209.12,7
2024-09-07,MON-100,Monitor,Tanger,23,23,195.45,7
2024-11-05,SSD-100,SSD,Agadir,21,52,121.96,7
2024-12-12,HDD-200,Hard Drive,Casablanca,34,26,82.6,3
2023-08-03,CPU-100,Processor,Tanger,15,44,251.84,14
2025-04-21,PSU-100,Power Supply,Fes,5,23,73.45,7
2024-02-17,CPU-100,Processor,Meknes,26,69,249.05,7
2025-05-15,RAM-100,Memory Module,Tanger,36,45,102.7,7
2023-08-16,MON-100,Monitor,Casablanca,19,52,191.65,14
2024-05-08,PSU-100,Power Supply,Rabat,9,29,71.85,5
2023-09-07,CPU-100,Processor,Rabat,21,14,261.49,10
2024-12-23,PRT-200,Printer,Agadir,11,9,145.85,10
2024-12-20,KB-100,Keyboard,Fes,31,75,29.91,14
2024-08-11,KB-100,Keyboard,Tanger,12,24,29.9,5
2025-07-19,MB-200,Motherboard,Marrakesh,7,18,145.21,3
2025-01-25,PSU-100,Power Supply,Agadir,8,0,71.98,10
2024-06-18,MS-100,Mouse,Rabat,32,64,19.01,5
2025-04-03,PSU-100,Power Supply,Agadir,11,0,70.11,7
2024-12-27,LAP-300,Laptop,Fes,27,42,767.58,14
2023-11-26,CPU-100,Processor,Casablanca,21,3,246.49,14
2025-04-30,LAP-300,Laptop,Marrakesh,62,77,793.26,10
2024-03-08,MB-100,Motherboard,Casablanca,14,3,150.7,10
2024-01-05,MB-200,Motherboard,Marrakesh,11,29,149.28,3
2024-09-07,RAM-100,Memory Module,Tanger,34,73,97.26,5
2024-07-14,TAB-100,Tablet,Meknes,35,69,298.24,3
2025-04-23,CPU-100,Processor,Rabat,17,10,241.43,10
2023-11-03,SSD-100,SSD,Meknes,26,32,114.99,5
2025-05-23,HDD-200,Hard Drive,Tanger,25,29,76.79,10
2025-06-09,PSU-100,Power Supply,Tanger,10,47,68.59,3
2024-11-26,SSD-100,SSD,Marrakesh,45,40,122.43,3
2023-12-13,PRT-200,Printer,Rabat,13,46,144.15,7
2024-02-12,PHN-100,Smartphone,Rabat,51,69,574.46,7
2023-12-21,MS-100,Mouse,Marrakesh,54,90,19.56,10
2023-12-03,SSD-100,SSD,Oujda,22,65,119.42,5
2025-03-06,HDD-200,Hard Drive,Casablanca,28,12,81.24,3
2023-10-12,PSU-100,Power Supply,Marrakesh,14,39,69.7,10
2025-06-04,MON-100,Monitor,Casablanca,22,72,190.73,10
2024-01-14,TAB-100,Tablet,Agadir,22,18,296.8,5
2025-03-16,TAB-200,Tablet,Tanger,26,8,287.11,3
2024-10-12,GPU-200,Graphics Card,Fes,15,37,511.32,10
2024-04-13,HDD-200,Hard Drive,Meknes,32,65,83.81,3
2024-11-19,PHN-200,Smartphone,Tanger,126,116,611.61,3
2023-11-21,MS-100,Mouse,Casablanca,39,77,19.51,14
2024-06-15,LAP-100,Laptop,Marrakesh,70,108,821.43,14
2025-05-07,LAP-200,Laptop,Rabat,60,93,839.9,3
2023-08-26,RAM-100,Memory Module,Meknes,36,22,97.17,7
2025-07-06,KB-100,Keyboard,Rabat,14,54,31.12,7
2024-12-24,MB-200,Motherboard,Agadir,9,0,157.18,7
2023-10-23,SSD-100,SSD,Meknes,38,87,114.36,10
2025-02-09,PRT-200,Printer,Marrakesh,14,61,145.18,3
2025-06-26,KB-100,Keyboard,Oujda,24,11,30.17,10
2024-07-08,GPU-100,Graphics Card,Meknes,16,9,494.26,5
2023-12-12,PRT-100,Printer,Tanger,19,22,146.89,10
2024-10-03,PRT-100,Printer,Fes,16,1,153.82,5
2024-11-30,GPU-100,Graphics Card,Marrakesh,18,12,504.25,10
2023-12-15,PSU-100,Power Supply,Casablanca,8,9,67.66,7
2024-09-28,HDD-100,Hard Drive,Agadir,31,76,79.12,3
2025-06-17,PHN-200,Smartphone,Tanger,81,77,620.27,14
2024-10-31,PSU-100,Power Supply,Oujda,5,20,70.27,10
2024-12-22,LAP-300,Laptop,Oujda,50,65,768.71,14
2025-06-02,PSU-100,Power Supply,Marrakesh,11,60,67.12,14
2025-07-19,PSU-100,Power Supply,Fes,11,40,67.07,7
2025-07-22,PRT-200,Printer,Rabat,16,47,155.26,10
2024-12-29,KB-100,Keyboard,Casablanca,28,35,30.46,10
2025-05-03,MON-100,Monitor,Tanger,24,63,196.2,3
2024-11-10,TAB-100,Tablet,Tanger,41,58,311.28,7
2023-10-01,PSU-100,Power Supply,Meknes,15,43,69.98,7
2024-12-07,GPU-200,Graphics Card,Rabat,13,11,503.59,3
2024-04-22,PHN-100,Smartphone,Marrakesh,74,104,578.12,10
2023-12-31,MON-100,Monitor,Fes,36,48,193.5,3
2024-01-04,NC-100,Network Card,Agadir,7,23,41.06,7
2023-09-09,RAM-100,Memory Module,Rabat,23,14,95.47,5
2024-11-20,MON-100,Monitor,Casablanca,24,30,191.95,3
2024-06-22,RAM-100,Memory Module,Marrakesh,32,13,102.04,14
2024-11-13,GPU-200,Graphics Card,Oujda,18,55,479.54,7
2024-09-09,KB-100,Keyboard,Marrakesh,25,37,28.99,10
2024-06-27,HDD-100,Hard Drive,Oujda,31,62,82.15,10
2025-04-22,GPU-100,Graphics Card,Agadir,6,13,482.93,10
2024-07-07,LAP-300,Laptop,Meknes,55,65,762.82,7
2024-01-08,MS-100,Mouse,Fes,32,33,20.2,5
2025-03-15,PHN-100,Smartphone,Marrakesh,108,114,623.99,5
2025-02-07,PHN-100,Smartphone,Fes,71,74,579.94,10
2024-06-11,PRT-200,Printer,Meknes,21,8,149.78,10
2024-11-29,PRT-200,Printer,Rabat,17,46,155.69,3
2024-02-10,HDD-200,Hard Drive,Oujda,27,47,83.58,14
2024-08-26,PRT-100,Printer,Agadir,14,23,155.36,7
2025-01-01,CPU-100,Processor,Oujda,24,42,246.77,5
2025-05-11,MB-100,Motherboard,Marrakesh,8,38,143.71,5
2023-09-12,PSU-100,Power Supply,Oujda,6,9,70.65,5
2024-06-22,RAM-100,Memory Module,Oujda,48,53,99.53,10
2023-12-11,TAB-200,Tablet,Marrakesh,36,21,308.87,3
2025-03-05,TAB-200,Tablet,Fes,27,21,291.38,14
2025-05-26,LAP-300,Laptop,Rabat,65,53,782.15,10
2025-01-11,MON-100,Monitor,Rabat,38,29,207.21,10
2023-09-30,CPU-100,Processor,Rabat,18,24,247.67,5
2024-06-03,CPU-100,Processor,Fes,10,44,261.44,5
2025-05-04,GPU-100,Graphics Card,Fes,17,29,502.6,14
2024-07-30,SSD-100,SSD,Rabat,49,63,114.95,5
2023-10-22,TAB-100,Tablet,Rabat,29,51,288.34,14
2024-01-29,RAM-100,Memory Module,Fes,14,46,99.61,10
2025-06-25,SSD-100,SSD,Meknes,58,58,119.1,3
2023-08-27,MB-200,Motherboard,Casablanca,14,12,156.71,7
2025-01-31,HDD-100,Hard Drive,Rabat,48,82,82.66,5
2025-02-05,GPU-200,Graphics Card,Meknes,26,66,514.84,10
2025-06-10,HDD-100,Hard Drive,Rabat,63,113,79.54,10
2023-10-26,LAP-100,Laptop,Rabat,44,87,762.64,5
2024-10-05,NC-100,Network Card,Marrakesh,6,39,38.55,7
2024-05-22,KB-100,Keyboard,Meknes,25,13,29.46,3
2025-07-09,CPU-100,Processor,Casablanca,19,20,245.8,7
2024-11-06,PSU-100,Power Supply,Fes,13,34,66.74,14
2024-04-09,NC-100,Network Card,Casablanca,1,32,39.88,10
2024-04-02,PHN-100,Smartphone,Rabat,103,112,570.44,14
2025-07-19,RAM-100,Memory Module,Rabat,16,10,101.6,7
2024-11-02,MB-100,Motherboard,Oujda,10,0,144.83,5
2024-11-01,MON-100,Monitor,Fes,27,64,193.61,3
2025-05-15,PHN-200,Smartphone,Oujda,43,87,615.17,7
2025-03-03,TAB-100,Tablet,Casablanca,36,38,290.12,7
2023-11-09,MB-200,Motherboard,Casablanca,9,42,155.53,5
2024-04-10,KB-100,Keyboard,Casablanca,26,20,30.4,10
2023-10-30,MON-100,Monitor,Marrakesh,30,78,200.83,7
2024-11-16,HDD-100,Hard Drive,Casablanca,47,79,77.26,7
2024-03-21,HDD-200,Hard Drive,Fes,40,67,78.8,7
2024-01-23,MS-200,Mouse,Rabat,25,14,20.73,7
2024-05-04,PRT-200,Printer,Rabat,20,58,156.61,10
2024-03-18,PSU-100,Power Supply,Marrakesh,11,16,73.25,3
2023-12-02,GPU-200,Graphics Card,Tanger,18,38,497.17,7
2024-04-08,RAM-100,Memory Module,Agadir,36,84,97.31,5
2025-02-07,TAB-100,Tablet,Tanger,42,75,294.71,14
2024-05-19,GPU-100,Graphics Card,Rabat,24,25,490.68,10
2023-08-02,SSD-100,SSD,Agadir,34,27,119.76,14
2024-06-11,KB-100,Keyboard,Rabat,6,29,30.84,14
2024-10-20,PSU-100,Power Supply,Meknes,8,31,72.51,7
2023-11-25,MON-100,Monitor,Casablanca,10,25,209.65,5
2024-04-07,LAP-200,Laptop,Agadir,63,71,833.4,7
2024-09-16,MB-200,Motherboard,Tanger,7,9,150.42,14
2024-02-13,KB-100,Keyboard,Marrakesh,1,20,30.31,14
2023-10-20,SSD-100,SSD,Oujda,61,47,118.7,10
2024-03-06,PSU-100,Power Supply,Marrakesh,10,44,70.51,5
2024-10-17,NC-100,Network Card,Tanger,6,1,38.41,5
2025-05-05,CPU-100,Processor,Marrakesh,24,14,253.41,5
2025-04-23,GPU-100,Graphics Card,Meknes,8,52,523.08,7
2025-01-17,TAB-100,Tablet,Meknes,36,58,288.06,14
2024-06-26,MS-100,Mouse,Meknes,4,28,19.87,10
2025-01-31,GPU-200,Graphics Card,Meknes,10,3,499.71,3
2024-05-25,CPU-100,Processor,Marrakesh,31,80,252.1,3
2023-10-27,CPU-100,Processor,Fes,15,11,246.15,10
2024-03-31,LAP-100,Laptop,Tanger,57,95,793.91,3
2024-06-03,PRT-100,Printer,Casablanca,11,50,152.7,10
2025-04-26,MON-100,Monitor,Fes,15,18,206.63,14
2024-05-16,MS-100,Mouse,Tanger,28,56,19.53,5
2024-07-16,MB-100,Motherboard,Fes,12,0,143.91,3
2024-10-25,MB-200,Motherboard,Casablanca,15,40,156.74,10
2024-01-31,LAP-200,Laptop,Oujda,40,45,760.01,7
2023-08-07,PSU-100,Power Supply,Marrakesh,6,51,70.54,3
2023-11-01,CPU-100,Processor,Rabat,21,55,255.14,5
2024-08-11,TAB-200,Tablet,Meknes,31,30,298.12,10
2024-02-09,MS-200,Mouse,Meknes,35,73,20.82,5
2025-04-04,PHN-200,Smartphone,Meknes,125,141,573.11,14
2025-01-19,MS-200,Mouse,Marrakesh,35,20,19.72,14
2024-06-29,GPU-100,Graphics Card,Tanger,19,64,501.38,14
2024-01-04,RAM-100,Memory Module,Fes,33,14,98.45,5
2023-10-17,PSU-100,Power Supply,Fes,12,33,69.92,10
2024-09-05,KB-100,Keyboard,Meknes,24,21,28.53,10
2024-11-05,RAM-100,Memory Module,Casablanca,26,12,103.58,10
2024-02-14,HDD-100,Hard Drive,Rabat,47,50,80.55,14
2024-09-24,NC-100,Network Card,Tanger,5,49,38.63,10
2024-03-14,TAB-100,Tablet,Rabat,37,27,312.57,14
2024-09-09,GPU-200,Graphics Card,Tanger,13,28,476.71,7
2024-01-13,HDD-100,Hard Drive,Marrakesh,48,45,77.19,14
2023-12-10,HDD-200,Hard Drive,Oujda,46,39,76.57,14
2024-06-10,PSU-100,Power Supply,Oujda,7,38,69.1,7
2024-01-01,SSD-100,SSD,Casablanca,17,10,117.35,10
2024-06-11,KB-100,Keyboard,Casablanca,26,72,29.61,7
2024-05-18,LAP-200,Laptop,Rabat,81,84,787.61,10
2024-01-12,PSU-100,Power Supply,Agadir,11,23,67.01,10
2024-07-11,CPU-100,Processor,Agadir,20,0,258.8,14
2023-08-22,HDD-100,Hard Drive,Meknes,63,78,76.9,14
2024-10-17,PSU-100,Power Supply,Agadir,13,6,72.47,5
2025-02-14,PSU-100,Power Supply,Casablanca,12,0,67.31,3
2025-07-04,RAM-100,Memory Module,Rabat,31,49,95.33,10
2025-06-17,GPU-100,Graphics Card,Agadir,5,1,476.13,3
2024-07-10,PRT-200,Printer,Rabat,16,12,147.87,10
2023-10-17,LAP-100,Laptop,Casablanca,41,27,784.2,14
2025-03-07,MS-100,Mouse,Oujda,42,77,20.87,10
2024-03-30,PSU-100,Power Supply,Casablanca,9,31,72.33,10
2024-12-14,KB-100,Keyboard,Agadir,27,14,29.92,10
2024-02-22,PRT-200,Printer,Meknes,14,62,152.19,7
2025-06-09,HDD-200,Hard Drive,Tanger,46,63,78.53,3
2025-05-24,MB-100,Motherboard,Agadir,12,42,153.45,3
2024-11-02,TAB-100,Tablet,Marrakesh,23,57,307.73,7
2024-07-01,KB-100,Keyboard,Rabat,21,13,28.8,3
2025-06-13,LAP-100,Laptop,Rabat,68,89,766.27,7
2024-10-31,CPU-100,Processor,Tanger,20,53,238.38,5
2025-01-07,NC-100,Network Card,Marrakesh,8,45,38.74,14
2024-07-27,MON-100,Monitor,Oujda,19,16,206.75,7
2024-06-30,RAM-100,Memory Module,Oujda,29,35,103.05,10
2025-06-26,GPU-200,Graphics Card,Oujda,13,21,523.06,3
2023-08-08,MB-200,Motherboard,Casablanca,7,8,148.98,7
2024-02-26,KB-100,Keyboard,Agadir,30,37,28.54,7
2024-09-19,PHN-200,Smartphone,Casablanca,77,81,621.28,7
2025-07-04,TAB-100,Tablet,Rabat,15,47,312.92,3
2024-12-01,HDD-100,Hard Drive,Agadir,52,79,77.58,5
2024-12-13,CPU-100,Processor,Oujda,24,46,249.74,3
2024-10-06,PSU-100,Power Supply,Rabat,12,9,68.37,5
2024-04-11,PHN-100,Smartphone,Oujda,73,86,612.78,5
2024-01-30,HDD-200,Hard Drive,Agadir,47,32,79.73,14
2023-10-16,MON-100,Monitor,Tanger,28,59,191.68,3
2025-01-31,PRT-200,Printer,Meknes,9,46,153.79,7
2024-03-03,MON-100,Monitor,Casablanca,20,35,192.83,7
2025-06-20,GPU-100,Graphics Card,Oujda,20,33,475.3,5
2025-03-16,RAM-100,Memory Module,Fes,58,87,99.05,14
2025-03-10,LAP-200,Laptop,Fes,46,56,795.92,14
2023-08-18,TAB-100,Tablet,Casablanca,26,71,294.12,5
2024-01-25,LAP-200,Laptop,Tanger,63,57,764.14,7
2025-05-11,GPU-200,Graphics Card,Meknes,16,0,521.87,10
2024-04-28,PRT-100,Printer,Tanger,12,17,147.79,7
2023-08-06,HDD-200,Hard Drive,Fes,39,26,76.83,3
2024-02-24,TAB-100,Tablet,Meknes,29,27,311.37,3
2023-11-11,PRT-200,Printer,Oujda,17,0,149.61,14
2024-09-10,MB-100,Motherboard,Casablanca,7,53,147.23,10
2025-04-29,HDD-200,Hard Drive,Tanger,44,87,81.36,5
2024-01-03,SSD-100,SSD,Fes,35,77,124.51,5
2025-07-13,TAB-100,Tablet,Casablanca,36,76,305.44,10
2025-01-11,PRT-100,Printer,Marrakesh,15,40,146.58,14
2025-05-25,MB-200,Motherboard,Rabat,10,44,150.84,7
2025-07-10,TAB-100,Tablet,Tanger,36,37,296.98,7
2024-12-11,RAM-100,Memory Module,Marrakesh,37,54,103.36,3
2024-01-06,LAP-100,Laptop,Oujda,64,57,809.48,3
2024-03-12,PHN-200,Smartphone,Tanger,87,92,627.36,5
2025-03-22,MS-100,Mouse,Oujda,18,35,19.51,5
2025-07-18,MON-100,Monitor,Tanger,34,47,207.69,10
2024-06-04,KB-100,Keyboard,Rabat,14,9,30.39,7
2025-06-30,TAB-200,Tablet,Meknes,25,32,303.87,7
2025-01-29,KB-100,Keyboard,Tanger,22,15,29.8,14
2023-12-22,MS-200,Mouse,Meknes,24,18,20.07,7
2023-12-19,NC-100,Network Card,Rabat,7,40,38.79,14
2025-03-18,SSD-100,SSD,Marrakesh,35,77,121.73,7
2024-01-02,GPU-100,Graphics Card,Meknes,13,11,518.42,3
2024-10-23,SSD-100,SSD,Casablanca,51,73,116.53,14
2025-02-21,MB-200,Motherboard,Tanger,8,56,144.43,5
2023-11-09,PRT-100,Printer,Meknes,19,2,145.47,14
2025-01-20,MON-100,Monitor,Fes,18,2,208.8,3
2023-07-30,PHN-100,Smartphone,Fes,118,104,628.41,7
2025-07-12,PRT-100,Printer,Oujda,15,47,148.58,5
2023-11-04,SSD-100,SSD,Fes,41,45,123.25,3
2025-04-29,RAM-100,Memory Module,Agadir,46,60,95.91,10
2025-06-18,CPU-100,Processor,Meknes,20,10,260.28,5
2025-07-11,GPU-200,Graphics Card,Rabat,18,44,476.99,14
2024-03-10,MB-200,Motherboard,Casablanca,13,36,151.15,10
2025-02-12,MB-100,Motherboard,Tanger,13,0,144.71,14
2025-06-04,PSU-100,Power Supply,Meknes,4,0,73.38,7
2024-08-05,RAM-100,Memory Module,Casablanca,33,63,99.15,10
2025-05-04,PSU-100,Power Supply,Rabat,12,7,66.81,5
2024-04-07,CPU-100,Processor,Tanger,19,29,244.94,7
2025-01-24,MS-200,Mouse,Meknes,23,53,19.24,3
2025-03-10,KB-100,Keyboard,Fes,13,6,31.02,10
2024-11-30,GPU-100,Graphics Card,Tanger,15,37,505.21,14
2025-04-29,HDD-200,Hard Drive,Meknes,16,60,77.38,3
2024-09-29,MB-200,Motherboard,Oujda,15,56,146.63,14
2024-05-31,HDD-100,Hard Drive,Rabat,19,12,80.86,5
2024-08-09,MS-200,Mouse,Tanger,26,32,19.5,3
2024-03-02,PHN-100,Smartphone,Rabat,91,98,626.49,3
2024-11-30,RAM-100,Memory Module,Oujda,58,71,96.35,7
2024-05-19,CPU-100,Processor,Casablanca,17,5,251.27,3
2024-06-11,TAB-100,Tablet,Agadir,29,27,297.97,10
2025-06-23,MB-100,Motherboard,Agadir,11,49,145.75,10
2023-07-29,PSU-100,Power Supply,Marrakesh,15,12,69.13,7
2024-01-17,NC-100,Network Card,Casablanca,4,52,41.66,7
2023-12-11,GPU-100,Graphics Card,Casablanca,16,0,519.93,7
2023-09-02,GPU-100,Graphics Card,Casablanca,16,60,493.24,14
2024-01-18,PRT-100,Printer,Agadir,11,38,151.62,7
2024-03-15,KB-100,Keyboard,Rabat,23,53,30.86,3
2024-10-02,PSU-100,Power Supply,Casablanca,10,45,71.39,10
2025-07-01,PRT-100,Printer,Tanger,18,11,147.25,7
2025-01-07,MB-100,Motherboard,Agadir,15,55,145.68,3
2024-08-09,KB-100,Keyboard,Meknes,24,55,29.48,10
2023-12-20,HDD-200,Hard Drive,Tanger,21,28,79.81,10
2024-01-17,TAB-200,Tablet,Tanger,35,85,303.46,3
2025-02-02,GPU-200,Graphics Card,Meknes,17,17,500.15,3
2025-06-20,SSD-100,SSD,Fes,52,56,114.09,3
2024-05-22,MB-100,Motherboard,Rabat,11,0,156.81,7
2024-05-27,GPU-200,Graphics Card,Tanger,18,58,517.01,14
2024-10-24,NC-100,Network Card,Fes,5,52,40.01,7
2023-11-09,GPU-200,Graphics Card,Marrakesh,7,34,520.76,14
2024-09-04,MB-200,Motherboard,Tanger,21,51,151.4,5
2024-08-28,MB-100,Motherboard,Tanger,7,11,149.98,5
2024-03-23,MON-100,Monitor,Oujda,14,39,195.22,10
2024-09-30,SSD-100,SSD,Oujda,67,51,119.55,14
2024-12-19,GPU-100,Graphics Card,Agadir,12,1,487.6,10
2023-11-24,PRT-100,Printer,Fes,14,34,147.63,5
2024-12-18,TAB-200,Tablet,Marrakesh,24,39,299.66,10
2025-04-22,SSD-100,SSD,Tanger,59,39,120.31,5
2024-07-18,HDD-100,Hard Drive,Fes,37,53,77.08,3
2025-05-15,MON-100,Monitor,Meknes,5,41,199.17,10
2025-03-05,PSU-100,Power Supply,Meknes,11,9,71.85,5
2023-11-04,KB-100,Keyboard,Rabat,19,16,30.49,14
2024-01-21,MB-200,Motherboard,Meknes,13,21,157.31,14
2023-10-13,CPU-100,Processor,Rabat,23,37,255.9,5
2023-10-18,PSU-100,Power Supply,Agadir,3,49,68.97,14
2025-05-03,HDD-200,Hard Drive,Fes,28,34,80.26,5
2024-01-18,NC-100,Network Card,Rabat,9,34,40.73,3
2023-08-15,MS-100,Mouse,Marrakesh,43,36,19.44,7
2025-07-19,PRT-200,Printer,Oujda,17,8,151.51,5
2025-04-01,PHN-200,Smartphone,Casablanca,91,74,580.46,7
2024-04-26,SSD-100,SSD,Agadir,54,95,122.58,3
2024-06-21,NC-100,Network Card,Fes,13,5,39.04,5
2024-01-05,TAB-200,Tablet,Fes,22,49,291.11,5
2024-07-24,LAP-300,Laptop,Agadir,65,76,823.38,14
2024-03-13,PHN-200,Smartphone,Meknes,63,77,626.44,14
2025-01-28,PSU-100,Power Supply,Marrakesh,12,39,70.4,10
2025-03-29,LAP-300,Laptop,Fes,63,90,791.06,5
2023-10-17,NC-100,Network Card,Marrakesh,8,31,38.84,14
2024-11-12,MS-200,Mouse,Agadir,35,44,20.66,14
2023-07-29,PSU-100,Power Supply,Casablanca,10,37,66.88,3
2024-08-05,TAB-200,Tablet,Rabat,25,50,285.65,5
2024-06-23,CPU-100,Processor,Meknes,21,30,262.38,3
2024-07-05,PHN-100,Smartphone,Marrakesh,138,162,590.11,14
